collision_system: Pb+Pb
collision_energy: 5.02TeV
particle_type: StrangeBar
centrality: 30-40%
 12.8367346939 4.8726743199 0.2310492732
 12.8367346939 5.0009025914 0.2345561193
 12.8367346939 5.1291308630 0.2406180620
 12.8367346939 5.2573591346 0.2486211972
 12.8367346939 5.3855874062 0.2587338435
 12.8367346939 5.5138156777 0.2705149749
 12.8367346939 5.6420439493 0.2835968161
 12.8367346939 5.7702722209 0.2952532833
 12.8367346939 5.8985004925 0.3064220209
 12.8367346939 6.0267287640 0.3148314106
 12.8367346939 6.1549570356 0.3201701391
 12.8367346939 6.2831853072 0.3220838873
 16.7551020408 0.0000000000 0.3673815237
 16.7551020408 0.1282282716 0.3653747874
 16.7551020408 0.2564565432 0.3597780962
 16.7551020408 0.3846848147 0.3510507633
 16.7551020408 0.5129130863 0.3393197718
 16.7551020408 0.6411413579 0.3270353567
 16.7551020408 0.7693696295 0.3133439659
 16.7551020408 0.8975979010 0.3008801385
 16.7551020408 1.0258261726 0.2902168667
 16.7551020408 1.1540544442 0.2818718780
 16.7551020408 1.2822827158 0.2755514673
 16.7551020408 1.4105109873 0.2719026699
 16.7551020408 1.5387392589 0.2703459841
 16.7551020408 1.6669675305 0.2709162151
 16.7551020408 1.7951958021 0.2734029715
 16.7551020408 1.9234240736 0.2781455919
 16.7551020408 2.0516523452 0.2852571284
 16.7551020408 2.1798806168 0.2951534865
 16.7551020408 2.3081088884 0.3069564834
 16.7551020408 2.4363371599 0.3200472633
 16.7551020408 2.5645654315 0.3331499513
 16.7551020408 2.6927937031 0.3459245701
 16.7551020408 2.8210219747 0.3561077793
 16.7551020408 2.9492502462 0.3631972269
 16.7551020408 3.0774785178 0.3669482144
 16.7551020408 3.2057067894 0.3669482144
 16.7551020408 3.3339350610 0.3631972269
 16.7551020408 3.4621633325 0.3561077793
 16.7551020408 3.5903916041 0.3459245701
 16.7551020408 3.7186198757 0.3331499513
 16.7551020408 3.8468481473 0.3200472633
 16.7551020408 3.9750764188 0.3069564834
 16.7551020408 4.1033046904 0.2951534865
 16.7551020408 4.2315329620 0.2852571284
 16.7551020408 4.3597612336 0.2781455919
 16.7551020408 4.4879895051 0.2734029715
 16.7551020408 4.6162177767 0.2709162151
 16.7551020408 4.7444460483 0.2703459841
 16.7551020408 4.8726743199 0.2719026699
 16.7551020408 5.0009025914 0.2755514673
 16.7551020408 5.1291308630 0.2818718780
 16.7551020408 5.2573591346 0.2902168667
 16.7551020408 5.3855874062 0.3008801385
 16.7551020408 5.5138156777 0.3133439659
 16.7551020408 5.6420439493 0.3270353567
 16.7551020408 5.7702722209 0.3393197718
 16.7551020408 5.8985004925 0.3510507633
 16.7551020408 6.0267287640 0.3597780962
 16.7551020408 6.1549570356 0.3653747874
 16.7551020408 6.2831853072 0.3673815237
 20.6734693878 0.0000000000 0.4073430104
 20.6734693878 0.1282282716 0.4053011082
 20.6734693878 0.2564565432 0.3995462904
 20.6734693878 0.3846848147 0.3906250373
 20.6734693878 0.5129130863 0.3785706621
 20.6734693878 0.6411413579 0.3658938808
 20.6734693878 0.7693696295 0.3518536445
 20.6734693878 0.8975979010 0.3389614790
 20.6734693878 1.0258261726 0.3279509732
 20.6734693878 1.1540544442 0.3194258679
 20.6734693878 1.2822827158 0.3129709005
 20.6734693878 1.4105109873 0.3092417772
 20.6734693878 1.5387392589 0.3076784053
 20.6734693878 1.6669675305 0.3082607752
 20.6734693878 1.7951958021 0.3108334326
 20.6734693878 1.9234240736 0.3156066449
 20.6734693878 2.0516523452 0.3229222066
 20.6734693878 2.1798806168 0.3330523908
 20.6734693878 2.3081088884 0.3451947099
 20.6734693878 2.4363371599 0.3586970931
 20.6734693878 2.5645654315 0.3722066449
 20.6734693878 2.6927937031 0.3853465719
 20.6734693878 2.8210219747 0.3957573649
 20.6734693878 2.9492502462 0.4030603800
 20.6734693878 3.0774785178 0.4068855507
 20.6734693878 3.2057067894 0.4068855507
 20.6734693878 3.3339350610 0.4030603800
 20.6734693878 3.4621633325 0.3957573649
 20.6734693878 3.5903916041 0.3853465719
 20.6734693878 3.7186198757 0.3722066449
 20.6734693878 3.8468481473 0.3586970931
 20.6734693878 3.9750764188 0.3451947099
 20.6734693878 4.1033046904 0.3330523908
 20.6734693878 4.2315329620 0.3229222066
 20.6734693878 4.3597612336 0.3156066449
 20.6734693878 4.4879895051 0.3108334326
 20.6734693878 4.6162177767 0.3082607752
 20.6734693878 4.7444460483 0.3076784053
 20.6734693878 4.8726743199 0.3092417772
 20.6734693878 5.0009025914 0.3129709005
 20.6734693878 5.1291308630 0.3194258679
 20.6734693878 5.2573591346 0.3279509732
 20.6734693878 5.3855874062 0.3389614790
 20.6734693878 5.5138156777 0.3518536445
 20.6734693878 5.6420439493 0.3658938808
 20.6734693878 5.7702722209 0.3785706621
 20.6734693878 5.8985004925 0.3906250373
 20.6734693878 6.0267287640 0.3995462904
 20.6734693878 6.1549570356 0.4053011082
 20.6734693878 6.2831853072 0.4073430104
 24.5918367347 0.0000000000 0.4423957578
 24.5918367347 0.1282282716 0.4403376861
 24.5918367347 0.2564565432 0.4345315137
 24.5918367347 0.3846848147 0.4255401576
 24.5918367347 0.5129130863 0.4133648366
 24.5918367347 0.6411413579 0.4005216053
 24.5918367347 0.7693696295 0.3863452552
 24.5918367347 0.8975979010 0.3732283970
 24.5918367347 1.0258261726 0.3620761862
 24.5918367347 1.1540544442 0.3534959896
 24.5918367347 1.2822827158 0.3470042120
 24.5918367347 1.4105109873 0.3432465386
 24.5918367347 1.5387392589 0.3417067273
 24.5918367347 1.6669675305 0.3422879137
 24.5918367347 1.7951958021 0.3449021010
 24.5918367347 1.9234240736 0.3496390691
 24.5918367347 2.0516523452 0.3570337652
 24.5918367347 2.1798806168 0.3672571098
 24.5918367347 2.3081088884 0.3795313764
 24.5918367347 2.4363371599 0.3932290742
 24.5918367347 2.5645654315 0.4069058704
 24.5918367347 2.6927937031 0.4201966244
 24.5918367347 2.8210219747 0.4306859429
 24.5918367347 2.9492502462 0.4380766072
 24.5918367347 3.0774785178 0.4419063834
 24.5918367347 3.2057067894 0.4419063834
 24.5918367347 3.3339350610 0.4380766072
 24.5918367347 3.4621633325 0.4306859429
 24.5918367347 3.5903916041 0.4201966244
 24.5918367347 3.7186198757 0.4069058704
 24.5918367347 3.8468481473 0.3932290742
 24.5918367347 3.9750764188 0.3795313764
 24.5918367347 4.1033046904 0.3672571098
 24.5918367347 4.2315329620 0.3570337652
 24.5918367347 4.3597612336 0.3496390691
 24.5918367347 4.4879895051 0.3449021010
 24.5918367347 4.6162177767 0.3422879137
 24.5918367347 4.7444460483 0.3417067273
 24.5918367347 4.8726743199 0.3432465386
 24.5918367347 5.0009025914 0.3470042120
 24.5918367347 5.1291308630 0.3534959896
 24.5918367347 5.2573591346 0.3620761862
 24.5918367347 5.3855874062 0.3732283970
 24.5918367347 5.5138156777 0.3863452552
 24.5918367347 5.6420439493 0.4005216053
 24.5918367347 5.7702722209 0.4133648366
 24.5918367347 5.8985004925 0.4255401576
 24.5918367347 6.0267287640 0.4345315137
 24.5918367347 6.1549570356 0.4403376861
 24.5918367347 6.2831853072 0.4423957578
 28.5102040816 0.0000000000 0.4727452992
 28.5102040816 0.1282282716 0.4706977102
 28.5102040816 0.2564565432 0.4648941475
 28.5102040816 0.3846848147 0.4559164125
 28.5102040816 0.5129130863 0.4437414695
 28.5102040816 0.6411413579 0.4308645813
 28.5102040816 0.7693696295 0.4166917503
 28.5102040816 0.8975979010 0.4035161565
 28.5102040816 1.0258261726 0.3923404718
 28.5102040816 1.1540544442 0.3837795884
 28.5102040816 1.2822827158 0.3773117718
 28.5102040816 1.4105109873 0.3735702766
 28.5102040816 1.5387392589 0.3720563626
 28.5102040816 1.6669675305 0.3726342921
 28.5102040816 1.7951958021 0.3752551030
 28.5102040816 1.9234240736 0.3799251042
 28.5102040816 2.0516523452 0.3873267614
 28.5102040816 2.1798806168 0.3975394708
 28.5102040816 2.3081088884 0.4098273059
 28.5102040816 2.4363371599 0.4235615430
 28.5102040816 2.5645654315 0.4372614212
 28.5102040816 2.6927937031 0.4505653062
 28.5102040816 2.8210219747 0.4610361155
 28.5102040816 2.9492502462 0.4684328450
 28.5102040816 3.0774785178 0.4722406691
 28.5102040816 3.2057067894 0.4722406691
 28.5102040816 3.3339350610 0.4684328450
 28.5102040816 3.4621633325 0.4610361155
 28.5102040816 3.5903916041 0.4505653062
 28.5102040816 3.7186198757 0.4372614212
 28.5102040816 3.8468481473 0.4235615430
 28.5102040816 3.9750764188 0.4098273059
 28.5102040816 4.1033046904 0.3975394708
 28.5102040816 4.2315329620 0.3873267614
 28.5102040816 4.3597612336 0.3799251042
 28.5102040816 4.4879895051 0.3752551030
 28.5102040816 4.6162177767 0.3726342921
 28.5102040816 4.7444460483 0.3720563626
 28.5102040816 4.8726743199 0.3735702766
 28.5102040816 5.0009025914 0.3773117718
 28.5102040816 5.1291308630 0.3837795884
 28.5102040816 5.2573591346 0.3923404718
 28.5102040816 5.3855874062 0.4035161565
 28.5102040816 5.5138156777 0.4166917503
 28.5102040816 5.6420439493 0.4308645813
 28.5102040816 5.7702722209 0.4437414695
 28.5102040816 5.8985004925 0.4559164125
 28.5102040816 6.0267287640 0.4648941475
 28.5102040816 6.1549570356 0.4706977102
 28.5102040816 6.2831853072 0.4727452992
 32.4285714286 0.0000000000 0.5002071546
 32.4285714286 0.1282282716 0.4981823141
 32.4285714286 0.2564565432 0.4924066108
 32.4285714286 0.3846848147 0.4834991324
 32.4285714286 0.5129130863 0.4713832779
 32.4285714286 0.6411413579 0.4585316129
 32.4285714286 0.7693696295 0.4444253241
 32.4285714286 0.8975979010 0.4312632424
 32.4285714286 1.0258261726 0.4201232795
 32.4285714286 1.1540544442 0.4116339278
 32.4285714286 1.2822827158 0.4052147204
 32.4285714286 1.4105109873 0.4015043068
 32.4285714286 1.5387392589 0.4000205725
 32.4285714286 1.6669675305 0.4005967573
 32.4285714286 1.7951958021 0.4032048715
 32.4285714286 1.9234240736 0.4077985489
 32.4285714286 2.0516523452 0.4151652320
 32.4285714286 2.1798806168 0.4253131163
 32.4285714286 2.3081088884 0.4375460339
 32.4285714286 2.4363371599 0.4512514888
 32.4285714286 2.5645654315 0.4649162537
 32.4285714286 2.6927937031 0.4781678447
 32.4285714286 2.8210219747 0.4885626919
 32.4285714286 2.9492502462 0.4959209561
 32.4285714286 3.0774785178 0.4996993095
 32.4285714286 3.2057067894 0.4996993095
 32.4285714286 3.3339350610 0.4959209561
 32.4285714286 3.4621633325 0.4885626919
 32.4285714286 3.5903916041 0.4781678447
 32.4285714286 3.7186198757 0.4649162537
 32.4285714286 3.8468481473 0.4512514888
 32.4285714286 3.9750764188 0.4375460339
 32.4285714286 4.1033046904 0.4253131163
 32.4285714286 4.2315329620 0.4151652320
 32.4285714286 4.3597612336 0.4077985489
 32.4285714286 4.4879895051 0.4032048715
 32.4285714286 4.6162177767 0.4005967573
 32.4285714286 4.7444460483 0.4000205725
 32.4285714286 4.8726743199 0.4015043068
 32.4285714286 5.0009025914 0.4052147204
 32.4285714286 5.1291308630 0.4116339278
 32.4285714286 5.2573591346 0.4201232795
 32.4285714286 5.3855874062 0.4312632424
 32.4285714286 5.5138156777 0.4444253241
 32.4285714286 5.6420439493 0.4585316129
 32.4285714286 5.7702722209 0.4713832779
 32.4285714286 5.8985004925 0.4834991324
 32.4285714286 6.0267287640 0.4924066108
 32.4285714286 6.1549570356 0.4981823141
 32.4285714286 6.2831853072 0.5002071546
 36.3469387755 0.0000000000 0.5248349885
 36.3469387755 0.1282282716 0.5228344373
 36.3469387755 0.2564565432 0.5171090727
 36.3469387755 0.3846848147 0.5082875400
 36.3469387755 0.5129130863 0.4962794143
 36.3469387755 0.6411413579 0.4835253472
 36.3469387755 0.7693696295 0.4695390986
 36.3469387755 0.8975979010 0.4564480749
 36.3469387755 1.0258261726 0.4453839107
 36.3469387755 1.1540544442 0.4369900310
 36.3469387755 1.2822827158 0.4306476813
 36.3469387755 1.4105109873 0.4269736493
 36.3469387755 1.5387392589 0.4255306967
 36.3469387755 1.6669675305 0.4260941456
 36.3469387755 1.7951958021 0.4286860409
 36.3469387755 1.9234240736 0.4331888302
 36.3469387755 2.0516523452 0.4404964019
 36.3469387755 2.1798806168 0.4505450897
 36.3469387755 2.3081088884 0.4626795319
 36.3469387755 2.4363371599 0.4762928955
 36.3469387755 2.5645654315 0.4898533623
 36.3469387755 2.6927937031 0.5030027876
 36.3469387755 2.8210219747 0.5132859186
 36.3469387755 2.9492502462 0.5205872169
 36.3469387755 3.0774785178 0.5243184731
 36.3469387755 3.2057067894 0.5243184731
 36.3469387755 3.3339350610 0.5205872169
 36.3469387755 3.4621633325 0.5132859186
 36.3469387755 3.5903916041 0.5030027876
 36.3469387755 3.7186198757 0.4898533623
 36.3469387755 3.8468481473 0.4762928955
 36.3469387755 3.9750764188 0.4626795319
 36.3469387755 4.1033046904 0.4505450897
 36.3469387755 4.2315329620 0.4404964019
 36.3469387755 4.3597612336 0.4331888302
 36.3469387755 4.4879895051 0.4286860409
 36.3469387755 4.6162177767 0.4260941456
 36.3469387755 4.7444460483 0.4255306967
 36.3469387755 4.8726743199 0.4269736493
 36.3469387755 5.0009025914 0.4306476813
 36.3469387755 5.1291308630 0.4369900310
 36.3469387755 5.2573591346 0.4453839107
 36.3469387755 5.3855874062 0.4564480749
 36.3469387755 5.5138156777 0.4695390986
 36.3469387755 5.6420439493 0.4835253472
 36.3469387755 5.7702722209 0.4962794143
 36.3469387755 5.8985004925 0.5082875400
 36.3469387755 6.0267287640 0.5171090727
 36.3469387755 6.1549570356 0.5228344373
 36.3469387755 6.2831853072 0.5248349885
 40.2653061224 0.0000000000 0.5474738000
 40.2653061224 0.1282282716 0.5455050675
 40.2653061224 0.2564565432 0.5398497410
 40.2653061224 0.3846848147 0.5311377510
 40.2653061224 0.5129130863 0.5192728199
 40.2653061224 0.6411413579 0.5066408301
 40.2653061224 0.7693696295 0.4928165199
 40.2653061224 0.8975979010 0.4798351551
 40.2653061224 1.0258261726 0.4688910873
 40.2653061224 1.1540544442 0.4606083392
 40.2653061224 1.2822827158 0.4543557921
 40.2653061224 1.4105109873 0.4507340216
 40.2653061224 1.5387392589 0.4493225063
 40.2653061224 1.6669675305 0.4498800849
 40.2653061224 1.7951958021 0.4524442739
 40.2653061224 1.9234240736 0.4568501574
 40.2653061224 2.0516523452 0.4640747819
 40.2653061224 2.1798806168 0.4740054067
 40.2653061224 2.3081088884 0.4860030625
 40.2653061224 2.4363371599 0.4994863431
 40.2653061224 2.5645654315 0.5129080668
 40.2653061224 2.6927937031 0.5259122615
 40.2653061224 2.8210219747 0.5360617296
 40.2653061224 2.9492502462 0.5432803964
 40.2653061224 3.0774785178 0.5469541203
 40.2653061224 3.2057067894 0.5469541203
 40.2653061224 3.3339350610 0.5432803964
 40.2653061224 3.4621633325 0.5360617296
 40.2653061224 3.5903916041 0.5259122615
 40.2653061224 3.7186198757 0.5129080668
 40.2653061224 3.8468481473 0.4994863431
 40.2653061224 3.9750764188 0.4860030625
 40.2653061224 4.1033046904 0.4740054067
 40.2653061224 4.2315329620 0.4640747819
 40.2653061224 4.3597612336 0.4568501574
 40.2653061224 4.4879895051 0.4524442739
 40.2653061224 4.6162177767 0.4498800849
 40.2653061224 4.7444460483 0.4493225063
 40.2653061224 4.8726743199 0.4507340216
 40.2653061224 5.0009025914 0.4543557921
 40.2653061224 5.1291308630 0.4606083392
 40.2653061224 5.2573591346 0.4688910873
 40.2653061224 5.3855874062 0.4798351551
 40.2653061224 5.5138156777 0.4928165199
 40.2653061224 5.6420439493 0.5066408301
 40.2653061224 5.7702722209 0.5192728199
 40.2653061224 5.8985004925 0.5311377510
 40.2653061224 6.0267287640 0.5398497410
 40.2653061224 6.1549570356 0.5455050675
 40.2653061224 6.2831853072 0.5474738000
 44.1836734694 0.0000000000 0.5668579537
 44.1836734694 0.1282282716 0.5649233868
 44.1836734694 0.2564565432 0.5593444004
 44.1836734694 0.3846848147 0.5507610241
 44.1836734694 0.5129130863 0.5390575999
 44.1836734694 0.6411413579 0.5265774760
 44.1836734694 0.7693696295 0.5129370684
 44.1836734694 0.8975979010 0.5001018568
 44.1836734694 1.0258261726 0.4892939949
 44.1836734694 1.1540544442 0.4811393069
 44.1836734694 1.2822827158 0.4749804055
 44.1836734694 1.4105109873 0.4714127446
 44.1836734694 1.5387392589 0.4700391079
 44.1836734694 1.6669675305 0.4705871848
 44.1836734694 1.7951958021 0.4731154872
 44.1836734694 1.9234240736 0.4774302960
 44.1836734694 2.0516523452 0.4845603839
 44.1836734694 2.1798806168 0.4943471630
 44.1836734694 2.3081088884 0.5061914526
 44.1836734694 2.4363371599 0.5195135620
 44.1836734694 2.5645654315 0.5327677453
 44.1836734694 2.6927937031 0.5456054588
 44.1836734694 2.8210219747 0.5556035045
 44.1836734694 2.9492502462 0.5627244810
 44.1836734694 3.0774785178 0.5663410400
 44.1836734694 3.2057067894 0.5663410400
 44.1836734694 3.3339350610 0.5627244810
 44.1836734694 3.4621633325 0.5556035045
 44.1836734694 3.5903916041 0.5456054588
 44.1836734694 3.7186198757 0.5327677453
 44.1836734694 3.8468481473 0.5195135620
 44.1836734694 3.9750764188 0.5061914526
 44.1836734694 4.1033046904 0.4943471630
 44.1836734694 4.2315329620 0.4845603839
 44.1836734694 4.3597612336 0.4774302960
 44.1836734694 4.4879895051 0.4731154872
 44.1836734694 4.6162177767 0.4705871848
 44.1836734694 4.7444460483 0.4700391079
 44.1836734694 4.8726743199 0.4714127446
 44.1836734694 5.0009025914 0.4749804055
 44.1836734694 5.1291308630 0.4811393069
 44.1836734694 5.2573591346 0.4892939949
 44.1836734694 5.3855874062 0.5001018568
 44.1836734694 5.5138156777 0.5129370684
 44.1836734694 5.6420439493 0.5265774760
 44.1836734694 5.7702722209 0.5390575999
 44.1836734694 5.8985004925 0.5507610241
 44.1836734694 6.0267287640 0.5593444004
 44.1836734694 6.1549570356 0.5649233868
 44.1836734694 6.2831853072 0.5668579537
 48.4395075030 0.0000000000 0.5852969939
 48.4395075030 0.1282282716 0.5834100030
 48.4395075030 0.2564565432 0.5779407304
 48.4395075030 0.3846848147 0.5695289640
 48.4395075030 0.5129130863 0.5580538904
 48.4395075030 0.6411413579 0.5457995576
 48.4395075030 0.7693696295 0.5324178751
 48.4395075030 0.8975979010 0.5198034118
 48.4395075030 1.0258261726 0.5091964050
 48.4395075030 1.1540544442 0.5012142384
 48.4395075030 1.2822827158 0.4951894130
 48.4395075030 1.4105109873 0.4916983514
 48.4395075030 1.5387392589 0.4903639045
 48.4395075030 1.6669675305 0.4909010141
 48.4395075030 1.7951958021 0.4933804656
 48.4395075030 1.9234240736 0.4975770777
 48.4395075030 2.0516523452 0.5045702415
 48.4395075030 2.1798806168 0.5141628016
 48.4395075030 2.3081088884 0.5257798780
 48.4395075030 2.4363371599 0.5388646839
 48.4395075030 2.5645654315 0.5518785664
 48.4395075030 2.6927937031 0.5644742002
 48.4395075030 2.8210219747 0.5742647772
 48.4395075030 2.9492502462 0.5812483561
 48.4395075030 3.0774785178 0.5847853561
 48.4395075030 3.2057067894 0.5847853561
 48.4395075030 3.3339350610 0.5812483561
 48.4395075030 3.4621633325 0.5742647772
 48.4395075030 3.5903916041 0.5644742002
 48.4395075030 3.7186198757 0.5518785664
 48.4395075030 3.8468481473 0.5388646839
 48.4395075030 3.9750764188 0.5257798780
 48.4395075030 4.1033046904 0.5141628016
 48.4395075030 4.2315329620 0.5045702415
 48.4395075030 4.3597612336 0.4975770777
 48.4395075030 4.4879895051 0.4933804656
 48.4395075030 4.6162177767 0.4909010141
 48.4395075030 4.7444460483 0.4903639045
 48.4395075030 4.8726743199 0.4916983514
 48.4395075030 5.0009025914 0.4951894130
 48.4395075030 5.1291308630 0.5012142384
 48.4395075030 5.2573591346 0.5091964050
 48.4395075030 5.3855874062 0.5198034118
 48.4395075030 5.5138156777 0.5324178751
 48.4395075030 5.6420439493 0.5457995576
 48.4395075030 5.7702722209 0.5580538904
 48.4395075030 5.8985004925 0.5695289640
 48.4395075030 6.0267287640 0.5779407304
 48.4395075030 6.1549570356 0.5834100030
 48.4395075030 6.2831853072 0.5852969939
 53.2260543089 0.0000000000 0.6054784870
 53.2260543089 0.1282282716 0.6036313593
 53.2260543089 0.2564565432 0.5982671689
 53.2260543089 0.3846848147 0.5900203802
 53.2260543089 0.5129130863 0.5787657762
 53.2260543089 0.6411413579 0.5667303154
 53.2260543089 0.7693696295 0.5535983517
 53.2260543089 0.8975979010 0.5411926820
 53.2260543089 1.0258261726 0.5307775022
 53.2260543089 1.1540544442 0.5229592984
 53.2260543089 1.2822827158 0.5170606745
 53.2260543089 1.4105109873 0.5136400535
 53.2260543089 1.5387392589 0.5123488712
 53.2260543089 1.6669675305 0.5128708556
 53.2260543089 1.7951958021 0.5153062794
 53.2260543089 1.9234240736 0.5193900817
 53.2260543089 2.0516523452 0.5262528485
 53.2260543089 2.1798806168 0.5356606538
 53.2260543089 2.3081088884 0.5470617189
 53.2260543089 2.4363371599 0.5599195867
 53.2260543089 2.5645654315 0.5726978683
 53.2260543089 2.6927937031 0.5850626485
 53.2260543089 2.8210219747 0.5946538199
 53.2260543089 2.9492502462 0.6015075300
